property_id,lat,lng,addr_street,suburb,number_of_houses,number_of_units,municipality,population,aus_born_perc,median_income,median_house_price,lga,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag
82622,-37.911752,145.272935,19 Adam Cl,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,3.87755,46,1
82622,-37.911752,145.272935,19 Adam Cl,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,3.87755,46,1
82892,-37.902584,145.266543,8 Albatross Drive,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,3.43013,46,1
82892,-37.902584,145.266543,8 Albatross Drive,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,3.43013,46,1
82865,-37.905153,145.278999,7 Boradino Place,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,2.9758,46,1
82865,-37.905153,145.278999,7 Boradino Place,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,2.9758,46,1
82645,-37.90908,145.252822,2 Valleyview Drive,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,4.81482,46,1
82645,-37.90908,145.252822,2 Valleyview Drive,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,4.81482,46,1
82814,-37.909597,145.251462,50 Bexsarm Crescent,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,4.94382,46,1
82814,-37.909597,145.251462,50 Bexsarm Crescent,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,4.94382,46,1
82611,-37.904684,145.269418,18 Langhorne Crescent,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,3.42011,46,1
82611,-37.904684,145.269418,18 Langhorne Crescent,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,3.42011,46,1
82825,-37.90872955,145.27015690000005,52 Sovereign Manors Crescent,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,3.73013,46,1
82825,-37.90872955,145.27015690000005,52 Sovereign Manors Crescent,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,3.73013,46,1
82709,-37.905941999999996,145.259277,3 Bensam Close,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,4.15574,46,1
82709,-37.905941999999996,145.259277,3 Bensam Close,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,4.15574,46,1
82909,-37.91020200000001,145.273319,81 Murrindal Drive,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,3.71209,46,1
82909,-37.91020200000001,145.273319,81 Murrindal Drive,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,3.71209,46,1
82622,-37.911752,145.27293500000005,19 Adam Cl,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,3.87755,46,1
82622,-37.911752,145.27293500000005,19 Adam Cl,ROWVILLE,9231.0,1496.0,Knox,28725.0,71%,"$1,699","$1,069,100",BALLARAT,19868,3.87755,46,1
17262,-37.712075,144.937175,43 West Street,HADFIELD,2326.0,712.0,Moreland,27707.0,66%,"$1,004","$805,000",WYNDHAM,20033,1.52591,26,1
17262,-37.712075,144.937175,43 West Street,HADFIELD,2326.0,712.0,Moreland,27707.0,66%,"$1,004","$805,000",WYNDHAM,20033,1.52591,26,1
17697,-37.708548,144.950154,77 East Street,HADFIELD,2326.0,712.0,Moreland,27707.0,66%,"$1,004","$805,000",WYNDHAM,19961,1.16505,30,1
17697,-37.708548,144.950154,77 East Street,HADFIELD,2326.0,712.0,Moreland,27707.0,66%,"$1,004","$805,000",WYNDHAM,19961,1.16505,30,1
16351,-37.706804,144.95255,11 Staples Court,HADFIELD,2326.0,712.0,Moreland,27707.0,66%,"$1,004","$805,000",WYNDHAM,19961,0.8805,30,1
16351,-37.706804,144.95255,11 Staples Court,HADFIELD,2326.0,712.0,Moreland,27707.0,66%,"$1,004","$805,000",WYNDHAM,19961,0.8805,30,1
17911,-37.713899,144.939401,98 South Street,HADFIELD,2326.0,712.0,Moreland,27707.0,66%,"$1,004","$805,000",WYNDHAM,20033,1.63796,26,1
17911,-37.713899,144.939401,98 South Street,HADFIELD,2326.0,712.0,Moreland,27707.0,66%,"$1,004","$805,000",WYNDHAM,20033,1.63796,26,1
16382,-37.705597,144.938245,115 West Street,HADFIELD,2326.0,712.0,Moreland,27707.0,66%,"$1,004","$805,000",WYNDHAM,20033,2.01505,26,1
16382,-37.705597,144.938245,115 West Street,HADFIELD,2326.0,712.0,Moreland,27707.0,66%,"$1,004","$805,000",WYNDHAM,20033,2.01505,26,1
17735,-37.712234,144.944624,8 Walter Street,HADFIELD,2326.0,712.0,Moreland,27707.0,66%,"$1,004","$805,000",WYNDHAM,19962,1.42698,28,1
17735,-37.712234,144.944624,8 Walter Street,HADFIELD,2326.0,712.0,Moreland,27707.0,66%,"$1,004","$805,000",WYNDHAM,19962,1.42698,28,1
16579,-37.7065773,144.9495392,15 Richard Street,HADFIELD,2326.0,712.0,Moreland,27707.0,66%,"$1,004","$805,000",WYNDHAM,19961,1.05224,30,1
16579,-37.7065773,144.9495392,15 Richard Street,HADFIELD,2326.0,712.0,Moreland,27707.0,66%,"$1,004","$805,000",WYNDHAM,19961,1.05224,30,1
86201,-37.89302444,144.9931335,16 Harwood Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19954,1.14588,no direct trip is available,0
86201,-37.89302444,144.9931335,16 Harwood Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19954,1.14588,no direct trip is available,0
86866,-37.910775,145.003047,51A William Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,0.65656,no direct trip is available,0
86866,-37.910775,145.003047,51A William Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,0.65656,no direct trip is available,0
85895,-37.903711,144.992791,1 Hayball Court,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,0.87189,no direct trip is available,0
85895,-37.903711,144.992791,1 Hayball Court,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,0.87189,no direct trip is available,0
87034,-37.901736,145.006261,7 Maroona Road,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,0.47557,no direct trip is available,0
87034,-37.901736,145.006261,7 Maroona Road,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,0.47557,no direct trip is available,0
85941,-37.905285,144.991287,10 Newbay Crescent,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,1.18147,no direct trip is available,0
85941,-37.905285,144.991287,10 Newbay Crescent,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,1.18147,no direct trip is available,0
85899,-37.914165,145.005268,1 Leonie Court,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.79502,no direct trip is available,0
85899,-37.914165,145.005268,1 Leonie Court,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.79502,no direct trip is available,0
85901,-37.92495728,144.9979858,1 Lynch Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19950,0.79395,no direct trip is available,0
85901,-37.92495728,144.9979858,1 Lynch Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19950,0.79395,no direct trip is available,0
86975,-37.923145,145.00368,65 Champion Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,1.10239,no direct trip is available,0
86975,-37.923145,145.00368,65 Champion Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,1.10239,no direct trip is available,0
85896,-37.919253,145.004468,1 Laburnum Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.85137,no direct trip is available,0
85896,-37.919253,145.004468,1 Laburnum Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.85137,no direct trip is available,0
87137,-37.919449,145.003736,80 Roslyn Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.81068,no direct trip is available,0
87137,-37.919449,145.003736,80 Roslyn Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.81068,no direct trip is available,0
86833,-37.914671,144.99975,5 Lawrence Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.30742,no direct trip is available,0
86833,-37.914671,144.99975,5 Lawrence Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.30742,no direct trip is available,0
86364,-37.919771,145.001268,219 Church Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.67587,no direct trip is available,0
86364,-37.919771,145.001268,219 Church Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.67587,no direct trip is available,0
86086,-37.908953,145.004745,127 Male Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,0.49007,no direct trip is available,0
86086,-37.908953,145.004745,127 Male Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,0.49007,no direct trip is available,0
85984,-37.90394,145.001521,11 Asling Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,0.14207,no direct trip is available,0
85984,-37.90394,145.001521,11 Asling Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,0.14207,no direct trip is available,0
86520,-37.8915596,144.9923096,3 Horton Close,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19954,1.06928,no direct trip is available,0
86520,-37.8915596,144.9923096,3 Horton Close,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19954,1.06928,no direct trip is available,0
86420,-37.915329,145.000445,25 Lawrence Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.36474,no direct trip is available,0
86420,-37.915329,145.000445,25 Lawrence Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.36474,no direct trip is available,0
86011,-37.92089844,145.0048065,110 Dendy Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.98481,no direct trip is available,0
86011,-37.92089844,145.0048065,110 Dendy Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.98481,no direct trip is available,0
87048,-37.922318,145.004565,70 Champion Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,1.07998,no direct trip is available,0
87048,-37.922318,145.004565,70 Champion Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,1.07998,no direct trip is available,0
86506,-37.891477,145.001623,3 Bridge Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19953,0.62241,no direct trip is available,0
86506,-37.891477,145.001623,3 Bridge Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19953,0.62241,no direct trip is available,0
86103,-37.923985,144.991283,13 Lasswade Court,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19950,0.33521,no direct trip is available,0
86103,-37.923985,144.991283,13 Lasswade Court,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19950,0.33521,no direct trip is available,0
85925,-37.916270000000004,145.003479,1/6 Hammond Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.64309,no direct trip is available,0
85925,-37.916270000000004,145.003479,1/6 Hammond Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.64309,no direct trip is available,0
86239,-37.926254,145.00493799999995,178a Were St,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19949,1.33999,no direct trip is available,0
86239,-37.926254,145.00493799999995,178a Were St,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19949,1.33999,no direct trip is available,0
85973,-37.895409,145.000721,108 Cole Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19953,0.33497,no direct trip is available,0
85973,-37.895409,145.000721,108 Cole Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19953,0.33497,no direct trip is available,0
86122,-37.908406,145.004774,137 Male Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,0.43557,no direct trip is available,0
86122,-37.908406,145.004774,137 Male Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,0.43557,no direct trip is available,0
86747,-37.926914000000004,144.994678,42 New Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19950,0.48744,no direct trip is available,0
86747,-37.926914000000004,144.994678,42 New Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19950,0.48744,no direct trip is available,0
86803,-37.887338,144.998189,48 Ebden Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19954,0.37341,no direct trip is available,0
86803,-37.887338,144.998189,48 Ebden Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19954,0.37341,no direct trip is available,0
86925,-37.893072,144.99138200000004,6 Harwood Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19954,1.24756,no direct trip is available,0
86925,-37.893072,144.99138200000004,6 Harwood Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19954,1.24756,no direct trip is available,0
87178,-37.928294,144.998651,89 South Road,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19950,0.85792,no direct trip is available,0
87178,-37.928294,144.998651,89 South Road,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19950,0.85792,no direct trip is available,0
86101,-37.91760900000001,145.00268,13 Hall Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.62441,no direct trip is available,0
86101,-37.91760900000001,145.00268,13 Hall Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.62441,no direct trip is available,0
86459,-37.91542000000001,145.000986,28 Loller Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.41283,no direct trip is available,0
86459,-37.91542000000001,145.000986,28 Loller Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.41283,no direct trip is available,0
86947,-37.905801000000004,144.9957675,60 Outer Crescent,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,0.60911,no direct trip is available,0
86947,-37.905801000000004,144.9957675,60 Outer Crescent,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,0.60911,no direct trip is available,0
86467,-37.907184,144.992412,289 New Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.94858,no direct trip is available,0
86467,-37.907184,144.992412,289 New Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.94858,no direct trip is available,0
86942,-37.898105,145.001899,6 Westley Avenue,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19953,0.25372,no direct trip is available,0
86942,-37.898105,145.001899,6 Westley Avenue,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19953,0.25372,no direct trip is available,0
86172,-37.91197586,144.99617,15 Lindsay Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.35178,no direct trip is available,0
86172,-37.91197586,144.99617,15 Lindsay Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.35178,no direct trip is available,0
87182,-37.912509,144.998594,9 Baker Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.35501,no direct trip is available,0
87182,-37.912509,144.998594,9 Baker Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19951,0.35501,no direct trip is available,0
85997,-37.900675,144.991844,11 James Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,1.05511,no direct trip is available,0
85997,-37.900675,144.991844,11 James Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,1.05511,no direct trip is available,0
86530,-37.903694,144.996395,3 Sheridan Court,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,0.56139,no direct trip is available,0
86530,-37.903694,144.996395,3 Sheridan Court,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,0.56139,no direct trip is available,0
86848,-37.9012314,144.998796,50 Cochrane Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,0.52683,no direct trip is available,0
86848,-37.9012314,144.998796,50 Cochrane Street,BRIGHTON,8625.0,6345.0,Bayside,20135.0,77%,"$2,200","$2,483,600",HUME,19952,0.52683,no direct trip is available,0
2097,-37.785782,144.883397,29 Rosamond Road,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20023,1.79209,15,1
2097,-37.785782,144.883397,29 Rosamond Road,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20023,1.79209,15,1
2142,-37.779092,144.871864,30 Eucalyptus Drive,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20022,2.37724,17,1
2142,-37.779092,144.871864,30 Eucalyptus Drive,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20022,2.37724,17,1
1747,-37.781032,144.869197,13 Dunedin Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20022,2.10133,17,1
1747,-37.781032,144.869197,13 Dunedin Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20022,2.10133,17,1
1818,-37.783944,144.879233,14A Scovell Crescent,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20023,2.05958,15,1
1818,-37.783944,144.879233,14A Scovell Crescent,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20023,2.05958,15,1
1627,-37.783587,144.875544,10 Harry Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20022,2.06609,17,1
1627,-37.783587,144.875544,10 Harry Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20022,2.06609,17,1
2060,-37.777848,144.880095,25 Smith Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20023,2.70662,15,1
2060,-37.777848,144.880095,25 Smith Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20023,2.70662,15,1
2453,-37.79008484,144.88188169999995,7 Madden Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20023,1.33975,15,1
2453,-37.79008484,144.88188169999995,7 Madden Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20023,1.33975,15,1
2180,-37.778071000000004,144.881909,34 Fisher Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20023,2.65944,15,1
2180,-37.778071000000004,144.881909,34 Fisher Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20023,2.65944,15,1
1801,-37.78932571,144.8752594,14 Thomson Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20022,1.54728,17,1
1801,-37.78932571,144.8752594,14 Thomson Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20022,1.54728,17,1
1573,-37.78528595,144.8771668,1/11 Spurling Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20023,1.9743,15,1
1573,-37.78528595,144.8771668,1/11 Spurling Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20023,1.9743,15,1
2182,-37.77885056,144.8812408,34 Lindenow Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20023,2.58076,15,1
2182,-37.77885056,144.8812408,34 Lindenow Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20023,2.58076,15,1
2069,-37.789099,144.88050800000005,26 Howard Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20023,1.47689,15,1
2069,-37.789099,144.88050800000005,26 Howard Street,MAIDSTONE,2995.0,2208.0,Maribyrnong,19978.0,56%,"$1,162","$843,300",BAW,20023,1.47689,15,1
80903,-37.981124,145.223624,18 Grace Avenue,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,1.56722,46,1
80903,-37.981124,145.223624,18 Grace Avenue,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,1.56722,46,1
81473,-37.99856,145.202789,7 Powell Court,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,1.13361,46,1
81473,-37.99856,145.202789,7 Powell Court,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,1.13361,46,1
80831,-37.980786,145.205308,15 Fifth Avenue,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,1.09312,46,1
80831,-37.980786,145.205308,15 Fifth Avenue,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,1.09312,46,1
80756,-37.999211,145.20491,13 Beswicke Court,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,1.11225,46,1
80756,-37.999211,145.20491,13 Beswicke Court,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,1.11225,46,1
81239,-37.98503876,145.2225189,4 Clement Street,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,1.24937,46,1
81239,-37.98503876,145.2225189,4 Clement Street,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,1.24937,46,1
80830,-37.974289,145.196466,15 Elray Avenue,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19889,0.61413,42,1
80830,-37.974289,145.196466,15 Elray Avenue,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19889,0.61413,42,1
80927,-37.97283,145.220688,19 Ingrid St,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,2.13651,46,1
80927,-37.97283,145.220688,19 Ingrid St,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,2.13651,46,1
81009,-37.982046999999994,145.218645,21 Edith Street,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,1.17893,46,1
81009,-37.982046999999994,145.218645,21 Edith Street,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,1.17893,46,1
81477,-37.97518158,145.197052,7 Wallace Avenue,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19889,0.58809,42,1
81477,-37.97518158,145.197052,7 Wallace Avenue,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19889,0.58809,42,1
80645,-37.981691,145.227926,1/17 Bess Court,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,1.84359,46,1
80645,-37.981691,145.227926,1/17 Bess Court,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,1.84359,46,1
81150,-37.98007584,145.2302399,30 Garside Street,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,2.11001,46,1
81150,-37.98007584,145.2302399,30 Garside Street,DANDENONG,8074.0,9600.0,Greater Dandenong,45248.0,48%,$899,"$685,100",CARDINIA,19888,2.11001,46,1
77693,-37.931194,145.159904,20 Caledonia Cres,MULGRAVE,7213.0,1477.0,Monash,22093.0,60%,"$1,348","$1,022,600",RANGES,19913,2.11597,36,1
77693,-37.931194,145.159904,20 Caledonia Cres,MULGRAVE,7213.0,1477.0,Monash,22093.0,60%,"$1,348","$1,022,600",RANGES,19913,2.11597,36,1
